"ID","Pattern","Parent.size","Offspring.number","Largest.offspring","Smallest.offspring","Combined.size","Is.Approved","Observations"
0,"[1, 1]",3,2,1,1,2,1,25334
1,"[2, 1]",4,2,2,1,3,1,4202
2,"[1, 1, 1]",4,3,1,1,3,1,53199
3,"[3, 1]",5,2,3,1,4,1,2790
4,"[2, 2]",5,2,2,2,4,1,32681
5,"[2, 1, 1]",5,3,2,1,4,0,0
6,"[1, 1, 1, 1]",5,4,1,1,4,1,47198
7,"[4, 1]",6,2,4,1,5,1,2330
8,"[3, 2]",6,2,3,2,5,1,12687
9,"[3, 1, 1]",6,3,3,1,5,1,4928
10,"[2, 2, 1]",6,3,2,1,5,1,9056
11,"[2, 1, 1, 1]",6,4,2,1,5,0,0
12,"[1, 1, 1, 1, 1]",6,5,1,1,5,1,32838
13,"[5, 1]",7,2,5,1,6,1,1534
14,"[4, 2]",7,2,4,2,6,1,4057
15,"[4, 1, 1]",7,3,4,1,6,1,3737
16,"[3, 3]",7,2,3,3,6,1,32658
17,"[3, 2, 1]",7,3,3,1,6,0,0
18,"[3, 1, 1, 1]",7,4,3,1,6,0,0
19,"[2, 2, 2]",7,3,2,2,6,1,22366
20,"[2, 2, 1, 1]",7,4,2,1,6,0,0
21,"[2, 1, 1, 1, 1]",7,5,2,1,6,0,0
22,"[1, 1, 1, 1, 1, 1]",7,6,1,1,6,1,20691
23,"[6, 1]",8,2,6,1,7,1,1063
24,"[5, 2]",8,2,5,2,7,1,4537
25,"[5, 1, 1]",8,3,5,1,7,1,3060
26,"[4, 3]",8,2,4,3,7,1,12890
27,"[4, 2, 1]",8,3,4,1,7,1,646
28,"[4, 1, 1, 1]",8,4,4,1,7,1,2286
29,"[3, 3, 1]",8,3,3,1,7,1,3908
30,"[3, 2, 2]",8,3,3,2,7,1,4615
31,"[3, 2, 1, 1]",8,4,3,1,7,0,0
32,"[3, 1, 1, 1, 1]",8,5,3,1,7,0,0
33,"[2, 2, 2, 1]",8,4,2,1,7,1,3469
34,"[2, 2, 1, 1, 1]",8,5,2,1,7,0,0
35,"[2, 1, 1, 1, 1, 1]",8,6,2,1,7,0,0
36,"[1, 1, 1, 1, 1, 1, 1]",8,7,1,1,7,1,11955
37,"[7, 1]",9,2,7,1,8,1,731
38,"[6, 2]",9,2,6,2,8,1,2731
39,"[6, 1, 1]",9,3,6,1,8,1,2131
40,"[5, 3]",9,2,5,3,8,1,6207
41,"[5, 2, 1]",9,3,5,1,8,1,452
42,"[5, 1, 1, 1]",9,4,5,1,8,1,1669
43,"[4, 4]",9,2,4,4,8,1,30972
44,"[4, 3, 1]",9,3,4,1,8,0,0
45,"[4, 2, 2]",9,3,4,2,8,0,0
46,"[4, 2, 1, 1]",9,4,4,1,8,0,0
47,"[4, 1, 1, 1, 1]",9,5,4,1,8,0,0
48,"[3, 3, 2]",9,3,3,2,8,1,2274
49,"[3, 3, 1, 1]",9,4,3,1,8,1,1260
50,"[3, 2, 2, 1]",9,4,3,1,8,0,0
51,"[3, 2, 1, 1, 1]",9,5,3,1,8,0,0
52,"[3, 1, 1, 1, 1, 1]",9,6,3,1,8,0,0
53,"[2, 2, 2, 2]",9,4,2,2,8,1,9323
54,"[2, 2, 2, 1, 1]",9,5,2,1,8,0,0
55,"[2, 2, 1, 1, 1, 1]",9,6,2,1,8,0,0
56,"[2, 1, 1, 1, 1, 1, 1]",9,7,2,1,8,0,0
57,"[1, 1, 1, 1, 1, 1, 1, 1]",9,8,1,1,8,1,6892
58,"[8, 1]",10,2,8,1,9,1,550
59,"[7, 2]",10,2,7,2,9,1,2544
60,"[7, 1, 1]",10,3,7,1,9,1,1702
61,"[6, 3]",10,2,6,3,9,1,4296
62,"[6, 2, 1]",10,3,6,1,9,1,353
63,"[6, 1, 1, 1]",10,4,6,1,9,1,1442
64,"[5, 4]",10,2,5,4,9,1,11311
65,"[5, 3, 1]",10,3,5,1,9,1,215
66,"[5, 2, 2]",10,3,5,2,9,1,1473
67,"[5, 2, 1, 1]",10,4,5,1,9,0,0
68,"[5, 1, 1, 1, 1]",10,5,5,1,9,1,744
69,"[4, 4, 1]",10,3,4,1,9,1,2196
70,"[4, 3, 2]",10,3,4,2,9,1,100
71,"[4, 3, 1, 1]",10,4,4,1,9,0,0
72,"[4, 2, 2, 1]",10,4,4,1,9,0,0
73,"[4, 2, 1, 1, 1]",10,5,4,1,9,0,0
74,"[4, 1, 1, 1, 1, 1]",10,6,4,1,9,0,0
75,"[3, 3, 3]",10,3,3,3,9,1,11013
76,"[3, 3, 2, 1]",10,4,3,1,9,0,0
77,"[3, 3, 1, 1, 1]",10,5,3,1,9,0,0
78,"[3, 2, 2, 2]",10,4,3,2,9,1,1130
79,"[3, 2, 2, 1, 1]",10,5,3,1,9,0,0
80,"[3, 2, 1, 1, 1, 1]",10,6,3,1,9,0,0
81,"[3, 1, 1, 1, 1, 1, 1]",10,7,3,1,9,0,0
82,"[2, 2, 2, 2, 1]",10,5,2,1,9,1,1035
83,"[2, 2, 2, 1, 1, 1]",10,6,2,1,9,0,0
84,"[2, 2, 1, 1, 1, 1, 1]",10,7,2,1,9,0,0
85,"[2, 1, 1, 1, 1, 1, 1, 1]",10,8,2,1,9,0,0
86,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",10,9,1,1,9,1,3744
87,"[9, 1]",11,2,9,1,10,1,357
88,"[8, 2]",11,2,8,2,10,1,1631
89,"[8, 1, 1]",11,3,8,1,10,1,1218
90,"[7, 3]",11,2,7,3,10,1,3890
91,"[7, 2, 1]",11,3,7,1,10,1,270
92,"[7, 1, 1, 1]",11,4,7,1,10,1,954
93,"[6, 4]",11,2,6,4,10,1,5459
94,"[6, 3, 1]",11,3,6,1,10,1,179
95,"[6, 2, 2]",11,3,6,2,10,1,846
96,"[6, 2, 1, 1]",11,4,6,1,10,0,0
97,"[6, 1, 1, 1, 1]",11,5,6,1,10,1,538
98,"[5, 5]",11,2,5,5,10,1,25956
99,"[5, 4, 1]",11,3,5,1,10,0,0
100,"[5, 3, 2]",11,3,5,2,10,0,0
101,"[5, 3, 1, 1]",11,4,5,1,10,0,0
102,"[5, 2, 2, 1]",11,4,5,1,10,0,0
103,"[5, 2, 1, 1, 1]",11,5,5,1,10,0,0
104,"[5, 1, 1, 1, 1, 1]",11,6,5,1,10,0,0
105,"[4, 4, 2]",11,3,4,2,10,1,910
106,"[4, 4, 1, 1]",11,4,4,1,10,1,618
107,"[4, 3, 3]",11,3,4,3,10,1,1981
108,"[4, 3, 2, 1]",11,4,4,1,10,0,0
109,"[4, 3, 1, 1, 1]",11,5,4,1,10,0,0
110,"[4, 2, 2, 2]",11,4,4,2,10,0,0
111,"[4, 2, 2, 1, 1]",11,5,4,1,10,0,0
112,"[4, 2, 1, 1, 1, 1]",11,6,4,1,10,0,0
113,"[4, 1, 1, 1, 1, 1, 1]",11,7,4,1,10,0,0
114,"[3, 3, 3, 1]",11,4,3,1,10,1,680
115,"[3, 3, 2, 2]",11,4,3,2,10,1,235
116,"[3, 3, 2, 1, 1]",11,5,3,1,10,0,0
117,"[3, 3, 1, 1, 1, 1]",11,6,3,1,10,0,0
118,"[3, 2, 2, 2, 1]",11,5,3,1,10,0,0
119,"[3, 2, 2, 1, 1, 1]",11,6,3,1,10,0,0
120,"[3, 2, 1, 1, 1, 1, 1]",11,7,3,1,10,0,0
121,"[3, 1, 1, 1, 1, 1, 1, 1]",11,8,3,1,10,0,0
122,"[2, 2, 2, 2, 2]",11,5,2,2,10,1,3124
123,"[2, 2, 2, 2, 1, 1]",11,6,2,1,10,0,0
124,"[2, 2, 2, 1, 1, 1, 1]",11,7,2,1,10,0,0
125,"[2, 2, 1, 1, 1, 1, 1, 1]",11,8,2,1,10,0,0
126,"[2, 1, 1, 1, 1, 1, 1, 1, 1]",11,9,2,1,10,0,0
127,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",11,10,1,1,10,1,2073
128,"[10, 1]",12,2,10,1,11,1,227
129,"[9, 2]",12,2,9,2,11,1,1449
130,"[9, 1, 1]",12,3,9,1,11,1,876
131,"[8, 3]",12,2,8,3,11,1,3078
132,"[8, 2, 1]",12,3,8,1,11,1,201
133,"[8, 1, 1, 1]",12,4,8,1,11,1,830
134,"[7, 4]",12,2,7,4,11,1,4525
135,"[7, 3, 1]",12,3,7,1,11,1,183
136,"[7, 2, 2]",12,3,7,2,11,1,896
137,"[7, 2, 1, 1]",12,4,7,1,11,0,0
138,"[7, 1, 1, 1, 1]",12,5,7,1,11,1,483
139,"[6, 5]",12,2,6,5,11,1,9644
140,"[6, 4, 1]",12,3,6,1,11,1,173
141,"[6, 3, 2]",12,3,6,2,11,1,144
142,"[6, 3, 1, 1]",12,4,6,1,11,1,39
143,"[6, 2, 2, 1]",12,4,6,1,11,1,53
144,"[6, 2, 1, 1, 1]",12,5,6,1,11,0,0
145,"[6, 1, 1, 1, 1, 1]",12,6,6,1,11,1,200
146,"[5, 5, 1]",12,3,5,1,11,1,1040
147,"[5, 4, 2]",12,3,5,2,11,1,74
148,"[5, 4, 1, 1]",12,4,5,1,11,0,0
149,"[5, 3, 3]",12,3,5,3,11,1,615
150,"[5, 3, 2, 1]",12,4,5,1,11,0,0
151,"[5, 3, 1, 1, 1]",12,5,5,1,11,0,0
152,"[5, 2, 2, 2]",12,4,5,2,11,1,156
153,"[5, 2, 2, 1, 1]",12,5,5,1,11,0,0
154,"[5, 2, 1, 1, 1, 1]",12,6,5,1,11,0,0
155,"[5, 1, 1, 1, 1, 1, 1]",12,7,5,1,11,0,0
156,"[4, 4, 3]",12,3,4,3,11,1,1245
157,"[4, 4, 2, 1]",12,4,4,1,11,1,55
158,"[4, 4, 1, 1, 1]",12,5,4,1,11,1,192
159,"[4, 3, 3, 1]",12,4,4,1,11,0,0
160,"[4, 3, 2, 2]",12,4,4,2,11,0,0
161,"[4, 3, 2, 1, 1]",12,5,4,1,11,0,0
162,"[4, 3, 1, 1, 1, 1]",12,6,4,1,11,0,0
163,"[4, 2, 2, 2, 1]",12,5,4,1,11,0,0
164,"[4, 2, 2, 1, 1, 1]",12,6,4,1,11,0,0
165,"[4, 2, 1, 1, 1, 1, 1]",12,7,4,1,11,0,0
166,"[4, 1, 1, 1, 1, 1, 1, 1]",12,8,4,1,11,0,0
167,"[3, 3, 3, 2]",12,4,3,2,11,1,397
168,"[3, 3, 3, 1, 1]",12,5,3,1,11,1,156
169,"[3, 3, 2, 2, 1]",12,5,3,1,11,0,0
170,"[3, 3, 2, 1, 1, 1]",12,6,3,1,11,0,0
171,"[3, 3, 1, 1, 1, 1, 1]",12,7,3,1,11,0,0
172,"[3, 2, 2, 2, 2]",12,5,3,2,11,1,345
173,"[3, 2, 2, 2, 1, 1]",12,6,3,1,11,0,0
174,"[3, 2, 2, 1, 1, 1, 1]",12,7,3,1,11,0,0
175,"[3, 2, 1, 1, 1, 1, 1, 1]",12,8,3,1,11,0,0
176,"[3, 1, 1, 1, 1, 1, 1, 1, 1]",12,9,3,1,11,0,0
177,"[2, 2, 2, 2, 2, 1]",12,6,2,1,11,1,283
178,"[2, 2, 2, 2, 1, 1, 1]",12,7,2,1,11,0,0
179,"[2, 2, 2, 1, 1, 1, 1, 1]",12,8,2,1,11,0,0
180,"[2, 2, 1, 1, 1, 1, 1, 1, 1]",12,9,2,1,11,0,0
181,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,10,2,1,11,0,0
182,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,11,1,1,11,1,1083
183,"[11, 1]",13,2,11,1,12,1,157
184,"[10, 2]",13,2,10,2,12,1,975
185,"[10, 1, 1]",13,3,10,1,12,1,633
186,"[9, 3]",13,2,9,3,12,1,2179
187,"[9, 2, 1]",13,3,9,1,12,1,148
188,"[9, 1, 1, 1]",13,4,9,1,12,1,583
189,"[8, 4]",13,2,8,4,12,1,2980
190,"[8, 3, 1]",13,3,8,1,12,1,134
191,"[8, 2, 2]",13,3,8,2,12,1,624
192,"[8, 2, 1, 1]",13,4,8,1,12,0,0
193,"[8, 1, 1, 1, 1]",13,5,8,1,12,1,392
194,"[7, 5]",13,2,7,5,12,1,4509
195,"[7, 4, 1]",13,3,7,1,12,1,93
196,"[7, 3, 2]",13,3,7,2,12,1,83
197,"[7, 3, 1, 1]",13,4,7,1,12,1,19
198,"[7, 2, 2, 1]",13,4,7,1,12,1,52
199,"[7, 2, 1, 1, 1]",13,5,7,1,12,0,0
200,"[7, 1, 1, 1, 1, 1]",13,6,7,1,12,1,177
201,"[6, 6]",13,2,6,6,12,1,21484
202,"[6, 5, 1]",13,3,6,1,12,0,0
203,"[6, 4, 2]",13,3,6,2,12,0,0
204,"[6, 4, 1, 1]",13,4,6,1,12,0,0
205,"[6, 3, 3]",13,3,6,3,12,0,0
206,"[6, 3, 2, 1]",13,4,6,1,12,0,0
207,"[6, 3, 1, 1, 1]",13,5,6,1,12,0,0
208,"[6, 2, 2, 2]",13,4,6,2,12,0,0
209,"[6, 2, 2, 1, 1]",13,5,6,1,12,0,0
210,"[6, 2, 1, 1, 1, 1]",13,6,6,1,12,0,0
211,"[6, 1, 1, 1, 1, 1, 1]",13,7,6,1,12,0,0
212,"[5, 5, 2]",13,3,5,2,12,1,431
213,"[5, 5, 1, 1]",13,4,5,1,12,1,268
214,"[5, 4, 3]",13,3,5,3,12,1,42
215,"[5, 4, 2, 1]",13,4,5,1,12,0,0
216,"[5, 4, 1, 1, 1]",13,5,5,1,12,0,0
217,"[5, 3, 3, 1]",13,4,5,1,12,0,0
218,"[5, 3, 2, 2]",13,4,5,2,12,0,0
219,"[5, 3, 2, 1, 1]",13,5,5,1,12,0,0
220,"[5, 3, 1, 1, 1, 1]",13,6,5,1,12,0,0
221,"[5, 2, 2, 2, 1]",13,5,5,1,12,0,0
222,"[5, 2, 2, 1, 1, 1]",13,6,5,1,12,0,0
223,"[5, 2, 1, 1, 1, 1, 1]",13,7,5,1,12,0,0
224,"[5, 1, 1, 1, 1, 1, 1, 1]",13,8,5,1,12,0,0
225,"[4, 4, 4]",13,3,4,4,12,1,5273
226,"[4, 4, 3, 1]",13,4,4,1,12,0,0
227,"[4, 4, 2, 2]",13,4,4,2,12,0,0
228,"[4, 4, 2, 1, 1]",13,5,4,1,12,0,0
229,"[4, 4, 1, 1, 1, 1]",13,6,4,1,12,0,0
230,"[4, 3, 3, 2]",13,4,4,2,12,0,0
231,"[4, 3, 3, 1, 1]",13,5,4,1,12,0,0
232,"[4, 3, 2, 2, 1]",13,5,4,1,12,0,0
233,"[4, 3, 2, 1, 1, 1]",13,6,4,1,12,0,0
234,"[4, 3, 1, 1, 1, 1, 1]",13,7,4,1,12,0,0
235,"[4, 2, 2, 2, 2]",13,5,4,2,12,0,0
236,"[4, 2, 2, 2, 1, 1]",13,6,4,1,12,0,0
237,"[4, 2, 2, 1, 1, 1, 1]",13,7,4,1,12,0,0
238,"[4, 2, 1, 1, 1, 1, 1, 1]",13,8,4,1,12,0,0
239,"[4, 1, 1, 1, 1, 1, 1, 1, 1]",13,9,4,1,12,0,0
240,"[3, 3, 3, 3]",13,4,3,3,12,1,2350
241,"[3, 3, 3, 2, 1]",13,5,3,1,12,0,0
242,"[3, 3, 3, 1, 1, 1]",13,6,3,1,12,0,0
243,"[3, 3, 2, 2, 2]",13,5,3,2,12,0,0
244,"[3, 3, 2, 2, 1, 1]",13,6,3,1,12,0,0
245,"[3, 3, 2, 1, 1, 1, 1]",13,7,3,1,12,0,0
246,"[3, 3, 1, 1, 1, 1, 1, 1]",13,8,3,1,12,0,0
247,"[3, 2, 2, 2, 2, 1]",13,6,3,1,12,0,0
248,"[3, 2, 2, 2, 1, 1, 1]",13,7,3,1,12,0,0
249,"[3, 2, 2, 1, 1, 1, 1, 1]",13,8,3,1,12,0,0
250,"[3, 2, 1, 1, 1, 1, 1, 1, 1]",13,9,3,1,12,0,0
251,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",13,10,3,1,12,0,0
252,"[2, 2, 2, 2, 2, 2]",13,6,2,2,12,1,1007
253,"[2, 2, 2, 2, 2, 1, 1]",13,7,2,1,12,0,0
254,"[2, 2, 2, 2, 1, 1, 1, 1]",13,8,2,1,12,0,0
255,"[2, 2, 2, 1, 1, 1, 1, 1, 1]",13,9,2,1,12,0,0
256,"[2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",13,10,2,1,12,0,0
257,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",13,11,2,1,12,0,0
258,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",13,12,1,1,12,1,564
259,"[12, 1]",14,2,12,1,13,1,107
260,"[11, 2]",14,2,11,2,13,1,833
261,"[11, 1, 1]",14,3,11,1,13,1,555
262,"[10, 3]",14,2,10,3,13,1,1845
263,"[10, 2, 1]",14,3,10,1,13,1,111
264,"[10, 1, 1, 1]",14,4,10,1,13,1,451
265,"[9, 4]",14,2,9,4,13,1,2942
266,"[9, 3, 1]",14,3,9,1,13,1,123
267,"[9, 2, 2]",14,3,9,2,13,1,473
268,"[9, 2, 1, 1]",14,4,9,1,13,0,0
269,"[9, 1, 1, 1, 1]",14,5,9,1,13,1,282
270,"[8, 5]",14,2,8,5,13,1,3740
271,"[8, 4, 1]",14,3,8,1,13,1,103
272,"[8, 3, 2]",14,3,8,2,13,1,83
273,"[8, 3, 1, 1]",14,4,8,1,13,1,30
274,"[8, 2, 2, 1]",14,4,8,1,13,1,43
275,"[8, 2, 1, 1, 1]",14,5,8,1,13,0,0
276,"[8, 1, 1, 1, 1, 1]",14,6,8,1,13,1,139
277,"[7, 6]",14,2,7,6,13,1,7846
278,"[7, 5, 1]",14,3,7,1,13,1,75
279,"[7, 4, 2]",14,3,7,2,13,1,30
280,"[7, 4, 1, 1]",14,4,7,1,13,1,12
281,"[7, 3, 3]",14,3,7,3,13,1,417
282,"[7, 3, 2, 1]",14,4,7,1,13,0,0
283,"[7, 3, 1, 1, 1]",14,5,7,1,13,0,0
284,"[7, 2, 2, 2]",14,4,7,2,13,1,149
285,"[7, 2, 2, 1, 1]",14,5,7,1,13,0,0
286,"[7, 2, 1, 1, 1, 1]",14,6,7,1,13,0,0
287,"[7, 1, 1, 1, 1, 1, 1]",14,7,7,1,13,1,60
288,"[6, 6, 1]",14,3,6,1,13,1,595
289,"[6, 5, 2]",14,3,6,2,13,1,30
290,"[6, 5, 1, 1]",14,4,6,1,13,0,0
291,"[6, 4, 3]",14,3,6,3,13,1,25
292,"[6, 4, 2, 1]",14,4,6,1,13,0,0
293,"[6, 4, 1, 1, 1]",14,5,6,1,13,0,0
294,"[6, 3, 3, 1]",14,4,6,1,13,0,0
295,"[6, 3, 2, 2]",14,4,6,2,13,1,7
296,"[6, 3, 2, 1, 1]",14,5,6,1,13,0,0
297,"[6, 3, 1, 1, 1, 1]",14,6,6,1,13,0,0
298,"[6, 2, 2, 2, 1]",14,5,6,1,13,0,0
299,"[6, 2, 2, 1, 1, 1]",14,6,6,1,13,0,0
300,"[6, 2, 1, 1, 1, 1, 1]",14,7,6,1,13,0,0
301,"[6, 1, 1, 1, 1, 1, 1, 1]",14,8,6,1,13,0,0
302,"[5, 5, 3]",14,3,5,3,13,1,359
303,"[5, 5, 2, 1]",14,4,5,1,13,1,26
304,"[5, 5, 1, 1, 1]",14,5,5,1,13,1,75
305,"[5, 4, 4]",14,3,5,4,13,1,932
306,"[5, 4, 3, 1]",14,4,5,1,13,0,0
307,"[5, 4, 2, 2]",14,4,5,2,13,0,0
308,"[5, 4, 2, 1, 1]",14,5,5,1,13,0,0
309,"[5, 4, 1, 1, 1, 1]",14,6,5,1,13,0,0
310,"[5, 3, 3, 2]",14,4,5,2,13,0,0
311,"[5, 3, 3, 1, 1]",14,5,5,1,13,0,0
312,"[5, 3, 2, 2, 1]",14,5,5,1,13,0,0
313,"[5, 3, 2, 1, 1, 1]",14,6,5,1,13,0,0
314,"[5, 3, 1, 1, 1, 1, 1]",14,7,5,1,13,0,0
315,"[5, 2, 2, 2, 2]",14,5,5,2,13,1,42
316,"[5, 2, 2, 2, 1, 1]",14,6,5,1,13,0,0
317,"[5, 2, 2, 1, 1, 1, 1]",14,7,5,1,13,0,0
318,"[5, 2, 1, 1, 1, 1, 1, 1]",14,8,5,1,13,0,0
319,"[5, 1, 1, 1, 1, 1, 1, 1, 1]",14,9,5,1,13,0,0
320,"[4, 4, 4, 1]",14,4,4,1,13,1,223
321,"[4, 4, 3, 2]",14,4,4,2,13,1,3
322,"[4, 4, 3, 1, 1]",14,5,4,1,13,0,0
323,"[4, 4, 2, 2, 1]",14,5,4,1,13,0,0
324,"[4, 4, 2, 1, 1, 1]",14,6,4,1,13,0,0
325,"[4, 4, 1, 1, 1, 1, 1]",14,7,4,1,13,0,0
326,"[4, 3, 3, 3]",14,4,4,3,13,1,301
327,"[4, 3, 3, 2, 1]",14,5,4,1,13,0,0
328,"[4, 3, 3, 1, 1, 1]",14,6,4,1,13,0,0
329,"[4, 3, 2, 2, 2]",14,5,4,2,13,0,0
330,"[4, 3, 2, 2, 1, 1]",14,6,4,1,13,0,0
331,"[4, 3, 2, 1, 1, 1, 1]",14,7,4,1,13,0,0
332,"[4, 3, 1, 1, 1, 1, 1, 1]",14,8,4,1,13,0,0
333,"[4, 2, 2, 2, 2, 1]",14,6,4,1,13,0,0
334,"[4, 2, 2, 2, 1, 1, 1]",14,7,4,1,13,0,0
335,"[4, 2, 2, 1, 1, 1, 1, 1]",14,8,4,1,13,0,0
336,"[4, 2, 1, 1, 1, 1, 1, 1, 1]",14,9,4,1,13,0,0
337,"[4, 1, 1, 1, 1, 1, 1, 1, 1, 1]",14,10,4,1,13,0,0
338,"[3, 3, 3, 3, 1]",14,5,3,1,13,1,116
339,"[3, 3, 3, 2, 2]",14,5,3,2,13,1,41
340,"[3, 3, 3, 2, 1, 1]",14,6,3,1,13,0,0
341,"[3, 3, 3, 1, 1, 1, 1]",14,7,3,1,13,0,0
342,"[3, 3, 2, 2, 2, 1]",14,6,3,1,13,0,0
343,"[3, 3, 2, 2, 1, 1, 1]",14,7,3,1,13,0,0
344,"[3, 3, 2, 1, 1, 1, 1, 1]",14,8,3,1,13,0,0
345,"[3, 3, 1, 1, 1, 1, 1, 1, 1]",14,9,3,1,13,0,0
346,"[3, 2, 2, 2, 2, 2]",14,6,3,2,13,1,106
347,"[3, 2, 2, 2, 2, 1, 1]",14,7,3,1,13,0,0
348,"[3, 2, 2, 2, 1, 1, 1, 1]",14,8,3,1,13,0,0
349,"[3, 2, 2, 1, 1, 1, 1, 1, 1]",14,9,3,1,13,0,0
350,"[3, 2, 1, 1, 1, 1, 1, 1, 1, 1]",14,10,3,1,13,0,0
351,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",14,11,3,1,13,0,0
352,"[2, 2, 2, 2, 2, 2, 1]",14,7,2,1,13,1,81
353,"[2, 2, 2, 2, 2, 1, 1, 1]",14,8,2,1,13,0,0
354,"[2, 2, 2, 2, 1, 1, 1, 1, 1]",14,9,2,1,13,0,0
355,"[2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",14,10,2,1,13,0,0
356,"[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",14,11,2,1,13,0,0
357,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",14,12,2,1,13,0,0
358,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",14,13,1,1,13,1,315
359,"[13, 1]",15,2,13,1,14,1,78
360,"[12, 2]",15,2,12,2,14,1,653
361,"[12, 1, 1]",15,3,12,1,14,1,403
362,"[11, 3]",15,2,11,3,14,1,1491
363,"[11, 2, 1]",15,3,11,1,14,1,100
364,"[11, 1, 1, 1]",15,4,11,1,14,1,326
365,"[10, 4]",15,2,10,4,14,1,2218
366,"[10, 3, 1]",15,3,10,1,14,1,79
367,"[10, 2, 2]",15,3,10,2,14,1,395
368,"[10, 2, 1, 1]",15,4,10,1,14,0,0
369,"[10, 1, 1, 1, 1]",15,5,10,1,14,1,184
370,"[9, 5]",15,2,9,5,14,1,2894
371,"[9, 4, 1]",15,3,9,1,14,1,75
372,"[9, 3, 2]",15,3,9,2,14,1,46
373,"[9, 3, 1, 1]",15,4,9,1,14,1,6
374,"[9, 2, 2, 1]",15,4,9,1,14,1,22
375,"[9, 2, 1, 1, 1]",15,5,9,1,14,0,0
376,"[9, 1, 1, 1, 1, 1]",15,6,9,1,14,1,96
377,"[8, 6]",15,2,8,6,14,1,3732
378,"[8, 5, 1]",15,3,8,1,14,1,52
379,"[8, 4, 2]",15,3,8,2,14,1,27
380,"[8, 4, 1, 1]",15,4,8,1,14,1,11
381,"[8, 3, 3]",15,3,8,3,14,1,267
382,"[8, 3, 2, 1]",15,4,8,1,14,0,0
383,"[8, 3, 1, 1, 1]",15,5,8,1,14,0,0
384,"[8, 2, 2, 2]",15,4,8,2,14,1,88
385,"[8, 2, 2, 1, 1]",15,5,8,1,14,0,0
386,"[8, 2, 1, 1, 1, 1]",15,6,8,1,14,0,0
387,"[8, 1, 1, 1, 1, 1, 1]",15,7,8,1,14,1,47
388,"[7, 7]",15,2,7,7,14,1,18227
389,"[7, 6, 1]",15,3,7,1,14,0,0
390,"[7, 5, 2]",15,3,7,2,14,0,0
391,"[7, 5, 1, 1]",15,4,7,1,14,0,0
392,"[7, 4, 3]",15,3,7,3,14,0,0
393,"[7, 4, 2, 1]",15,4,7,1,14,0,0
394,"[7, 4, 1, 1, 1]",15,5,7,1,14,0,0
395,"[7, 3, 3, 1]",15,4,7,1,14,0,0
396,"[7, 3, 2, 2]",15,4,7,2,14,0,0
397,"[7, 3, 2, 1, 1]",15,5,7,1,14,0,0
398,"[7, 3, 1, 1, 1, 1]",15,6,7,1,14,0,0
399,"[7, 2, 2, 2, 1]",15,5,7,1,14,0,0
400,"[7, 2, 2, 1, 1, 1]",15,6,7,1,14,0,0
401,"[7, 2, 1, 1, 1, 1, 1]",15,7,7,1,14,0,0
402,"[7, 1, 1, 1, 1, 1, 1, 1]",15,8,7,1,14,0,0
403,"[6, 6, 2]",15,3,6,2,14,1,205
404,"[6, 6, 1, 1]",15,4,6,1,14,1,127
405,"[6, 5, 3]",15,3,6,3,14,1,32
406,"[6, 5, 2, 1]",15,4,6,1,14,0,0
407,"[6, 5, 1, 1, 1]",15,5,6,1,14,0,0
408,"[6, 4, 4]",15,3,6,4,14,1,307
409,"[6, 4, 3, 1]",15,4,6,1,14,0,0
410,"[6, 4, 2, 2]",15,4,6,2,14,0,0
411,"[6, 4, 2, 1, 1]",15,5,6,1,14,0,0
412,"[6, 4, 1, 1, 1, 1]",15,6,6,1,14,0,0
413,"[6, 3, 3, 2]",15,4,6,2,14,0,0
414,"[6, 3, 3, 1, 1]",15,5,6,1,14,0,0
415,"[6, 3, 2, 2, 1]",15,5,6,1,14,0,0
416,"[6, 3, 2, 1, 1, 1]",15,6,6,1,14,0,0
417,"[6, 3, 1, 1, 1, 1, 1]",15,7,6,1,14,0,0
418,"[6, 2, 2, 2, 2]",15,5,6,2,14,0,0
419,"[6, 2, 2, 2, 1, 1]",15,6,6,1,14,0,0
420,"[6, 2, 2, 1, 1, 1, 1]",15,7,6,1,14,0,0
421,"[6, 2, 1, 1, 1, 1, 1, 1]",15,8,6,1,14,0,0
422,"[6, 1, 1, 1, 1, 1, 1, 1, 1]",15,9,6,1,14,0,0
423,"[5, 5, 4]",15,3,5,4,14,1,534
424,"[5, 5, 3, 1]",15,4,5,1,14,1,2
425,"[5, 5, 2, 2]",15,4,5,2,14,1,49
426,"[5, 5, 2, 1, 1]",15,5,5,1,14,0,0
427,"[5, 5, 1, 1, 1, 1]",15,6,5,1,14,1,19
